Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
Tango y Cash (Blu-Ray),"11,95 €",Warner,15 de diciembre de 2022,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1",Castellano,1989,EEUU,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A45904344-tango-y-cash-blu-ray/?parentCategoryId=999.54220013&color=default
Pack Jumanji Pack (Jumanji 1995 + Bienvenidos a la Junga + Siguiente Nivel) (DVD),"25,99 €",SONY PICTURES HOME ENTERTAINMENT,3 de abril de 2020,",",,1995,EEUU,,,https://www.elcorteingles.es/cine/A35052609-pack-jumanji-pack-jumanji-1995--bienvenidos-a-la-junga--siguiente-nivel-dvd/?parentCategoryId=999.54220013&color=default
Super Mario Bros: La película (Blu-Ray),N/A,UNIVERSAL,23 de agosto de 2023,"Castellano, Dolby Digital Plus 7,1
Inglés, Dolby Atmos",Castellano,2023,EEUU,92 min,Para todos los públicos,https://www.elcorteingles.es/cine/A48628122-super-mario-bros-la-pelicula-blu-ray/?parentCategoryId=999.54220013&color=default
Cara a cara (Blu-Ray),"12,99 €",DIVISA RED S. A.,20 de agosto de 2014,"Castellano, Dolby Surround, 5,1
Inglés, Dolby Surround, 5,1
Alemán, Dolby Surround, 5,1
Ruso, Dolby Surround, 2","Castellano
Inglés
Italiano
Alemán
Sueco
Noruego
Danés
Finlandés
Islandés
Portugués
Estonio
Francés",1997,EEUU,139 min,,https://www.elcorteingles.es/cine/A16746784-cara-a-cara-blu-ray/?parentCategoryId=999.54220013&color=default
Pack El Señor de los Anillos: La trilogía (Blu-Ray),"38,95 €",Warner,5 de diciembre de 2018,",
Castellano, DTS-HD High Resolution
Inglés, DTS-HD High Resolution","Castellano
Inglés",2003,Nueva Zelanda,587 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A28362144-pack-el-senor-de-los-anillos-la-trilogia-blu-ray/?parentCategoryId=999.54220013&color=default
Pack La momia. Películas 1-3 (Blu-Ray),N/A,"UNIVERSAL PICTURES SPAIN, S.L.",13 de diciembre de 2019,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS-HD 5,1
Alemán, DTS-HD 5,1
Francés, DTS-HD 5,1
Italiano, DTS-HD 5,1","Castellano
Francés
Alemán
Italiano
Finés
Danés
Noruego",1999,EEUU,367 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A32799939-pack-la-momia-peliculas-1-3-blu-ray/?parentCategoryId=999.54220013&color=default
Días de Trueno (4K Ultra HD + Blu-Ray),"19,99 €",DIVISA RED S. A.,3 de diciembre de 2021,"Castellano
Inglés
Francés
Alemán
Italiano
Japonés","Castellano
Inglés
Francés
Alemán
Sueco
Italiano
Finés
Noruego
Danés
Japonés",1990,EEUU,108 min,Para todos los públicos,https://www.elcorteingles.es/cine/A41705637-dias-de-trueno-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Unos de los Nuestros (4K Ultra HD + Blu-Ray),"19,95 €",Warner,27 de enero de 2021,"Castellano, Dolby Digital 5,1
Checo, Dolby Digital 5,1
Inglés, DTS HD Master Audio
Húngaro, Dolby Digital 5,1
Italiano, Dolby Digital 5,1
Mandarín, Dolby Digital 5,1
Polaco, Dolby Digital 5,1
Portugués, Dolby Digital 5,1
Ruso, Dolby Digital 5,1","Danés
Castellano
Árabe
Cantonés
Checo
Holandés",2018,EEUU,146 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A38424461-unos-de-los-nuestros-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Terminator 3: La rebelión de las máquinas (Blu-Ray),"14,99 €",SONY PICTURES HOME ENTERTAINMENT,5 de mayo de 2009,",",,Mon May 11 00:00:00 CEST 2009,EEUU,109 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A3865092-terminator-3-la-rebelion-de-las-maquinas-blu-ray/?parentCategoryId=999.54220013&color=default
Cobra (Blu-Ray),"11,95 €",Warner,15 de diciembre de 2022,"Inglés, DTS HD Master Audio 5,1
Castellano, Dolby Digital 2",Castellano,1986,EEUU,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A45904342-cobra-blu-ray/?parentCategoryId=999.54220013&color=default
Pack Harry el sucio 1-5 (Blu-Ray),"39,95 €",Warner,24 de abril de 2024,"Castellano, Dolby Digital 1
Inglés, Dolby TrueHD",Castellano,1971,EEUU,531 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A51102152-pack-harry-el-sucio-1-5-blu-ray/?parentCategoryId=999.54220013&color=default
El retorno del Rey (Blu-Ray),N/A,Warner,5 de diciembre de 2018,",
Castellano, Dolby Digital 5
Inglés, 6,1
Italiano, Dolby Digital 5","Castellano
Italiano
Sueco
Noruego
Finlandés
Danés
Inglés",2003,Nueva Zelanda,200 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A28362148-el-retorno-del-rey-blu-ray/?parentCategoryId=999.54220013&color=default
Creed Pack 1-3 (DVD),"29,95 €",Warner,25 de mayo de 2023,"Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1",Castellano,2023,EEUU,362 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A47815743-creed-pack-1-3-dvd/?parentCategoryId=999.54220013&color=default
Logan (Blu-Ray),"12,99 €",FOX,29 de mayo de 2019,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS 5,1
Ruso, DTS 5,1
Polaco, DTS 5,1","Inglés
Castellano
Danés
Finés
Noruego
Polaco",2016,EEUU,137 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A23017067-logan-blu-ray/?parentCategoryId=999.54220013&color=default
Testigo Accidental (Blu-Ray),"12,99 €",DIVISA RED S. A.,20 de agosto de 2020,"Castellano
Inglés",Castellano,1990,EEUU,97 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A36207179-testigo-accidental-blu-ray/?parentCategoryId=999.54220013&color=default
Waterworld (Blu-Ray),"12,99 €",UNIVERSAL,26 de octubre de 2009,",",,Tue Nov 17 00:00:00 CET 2009,EEUU,129 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A3865156-waterworld-blu-ray/?parentCategoryId=999.54220013&color=default
Hércules (2014) (Blu-Ray),"12,99 €",DIVISA RED S. A.,3 de septiembre de 2021,"Castellano,
,
Inglés,
Alemán,","Castellano
Inglés
Francés
Alemán
Italiano
Neerlandés",2014,EEUU,95 min,,https://www.elcorteingles.es/cine/A40660677-hercules-2014-blu-ray/?parentCategoryId=999.54220013&color=default
Pack: Dos policías rebeldes 1-3 (DVD),"25,99 €",SONY PICTURES HOME ENTERTAINMENT,8 de mayo de 2020,Castellano,,,EEUU,,,https://www.elcorteingles.es/cine/A35293843-pack-dos-policias-rebeldes-1-3-dvd/?parentCategoryId=999.54220013&color=default
Llamaradas (4K Ultra HD + Blu-Ray),"25,99 €",UNIVERSAL,17 de julio de 2019,"Inglés, DTS-HD 5,1
Castellano, DTS-HD 5,1
Alemán, DTS-HD 5,1","Inglés
Castellano
Alemán
Portugués
Turco",1991,EEUU,137 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A30912189-llamaradas-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El regreso de la momia ( Blu-Ray ) (Blu-Ray),"9,99 €",UNIVERSAL,5 de noviembre de 2008,",",,Tue Dec 09 00:00:00 CET 2008,EEUU,130 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A3865026-el-regreso-de-la-momia--blu-ray--blu-ray/?parentCategoryId=999.54220013&color=default
La Ciudad Perdida (DVD),N/A,DIVISA RED S. A.,26 de julio de 2022,"Castellano
Inglés
Alemán
Español De América
Francés
Italiano","Castellano
Inglés
Alemán
Danés
Francés
Italiano
Español De América
Noruego
Chino
Japonés",2022,EEUU,120 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A44086803-la-ciudad-perdida-dvd/?parentCategoryId=999.54220013&color=default
Megalodón (DVD),"9,95 €",Warner,14 de diciembre de 2018,"Castellano, Dolby Digital 5
Inglés, Dolby Digital 5","Castellano
Noruego
Sueco",2018,EEUU,106 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A27550605-megalodon-dvd/?parentCategoryId=999.54220013&color=default
La mujer rey (Blu-Ray),"19,95 €",SONY PICTURES HOME ENTERTAINMENT,15 de marzo de 2023,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1",Castellano,2022,EEUU,134 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A46922072-la-mujer-rey-blu-ray/?parentCategoryId=999.54220013&color=default
Aquaman (UHD 4K + Blu-Ray),N/A,Warner,11 de agosto de 2020,"Italiano, DTS HD Master Audio 5,1
Inglés, DTS HD Master Audio 5,1
Castellano, Dolby Digital 5,1
Polaco, Dolby Digital 5,1
Inglés, Dolby TrueHD
Castellano, Dolby Digital 5,1
Francés, Dolby Digital 5,1
Ruso, Dolby Digital 5,1","Italiano
Castellano
Polaco
Francés",,EEUU,143 min,,https://www.elcorteingles.es/cine/A36700975-aquaman-uhd-4k--blu-ray/?parentCategoryId=999.54220013&color=default
Matrix Reloaded (4K Ultra HD + Blu-Ray),"19,95 €",Warner,27 de enero de 2021,"Inglés, Dolby Atmos
Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1
Italiano, Dolby Digital 5,1
Francés, Dolby Digital 5,1","Castellano
Francés
Noruego",2018,EEUU,138 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A38424463-matrix-reloaded-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El último gran héroe (4K Ultra HD + Blu-Ray),N/A,SONY PICTURES HOME ENTERTAINMENT,16 de junio de 2021,"Inglés, Dolby Atmos
Castellano, DTS HD Master Audio 5,1
Francés, DTS HD Master Audio 5,1
Italiano, Dolby Digital 5,1
Alemán, DTS HD Master Audio 5,1","Castellano
Inglés
Francés
Italiano
Alemán",1993,EEUU,131 min,Exclusivamente mayores de 18 años,https://www.elcorteingles.es/cine/A39604487-el-ultimo-gran-heroe-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
LA ESPADA DEL BOSQUE DE SHERWOOD (DVD),"7,44 €",,15 de marzo de 2018,"Inglés
Inglés
Inglés",Español,1960,,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008555_8414533083003-la-espada-del-bosque-de-sherwood-dvd/?parentCategoryId=999.54220013&color=default
A bittersweet life (Blu-Ray),"18,95 €",A CONTRACORRIENTE,5 de noviembre de 2024,"Coreano, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1",Castellano,2005,Corea del Sur,308 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A53256695-a-bittersweet-life-blu-ray/?parentCategoryId=999.54220013&color=default
Thor: Love and thunder (4K Ultra HD + Blu-Ray),N/A,DIVISA RED S.A.,6 de octubre de 2022,"Inglés
Italiano","Castellano
Danés
Finés
Italiano
Noruego
Sueco",2022,EEUU,118 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45058027-thor-love-and-thunder-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Nadie (DVD),"17,95 €",UNIVERSAL,20 de agosto de 2021,"Inglés, Dolby Digital 5,1
,
Italiano, Dolby Digital 5,1","Castellano
Italiano",2020,EEUU,88 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A40316332-nadie-dvd/?parentCategoryId=999.54220013&color=default
Jurassic World (DVD),"9,99 €",UNIVERSAL,23 de octubre de 2015,"Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1
Francés, Dolby Digital 5,1
Hindi, Dolby Digital 5,1","Inglés
Castellano
Árabe
Holandés
Danés
Finlandés
Francés
Hindi
Islandés
Noruego
Portugués
Sueco
Italiano
Alemán",,EEUU,119 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16748807-jurassic-world-dvd/?parentCategoryId=999.54220013&color=default
Spider-man: Lejos de casa (4K Ultra HD + Blu-Ray),"25,99 €",SONY PICTURES HOME ENTERTAINMENT,25 de octubre de 2019,"Inglés, DTS-HD 7,1
Castellano, DTS HD Master Audio 5,1
Alemán, DTS HD Master Audio 5,1
Francés, DTS HD Master Audio 5,1
Italiano, DTS HD Master Audio 5,1","Castellano
Inglés
Alemán
Árabe
Danés
Estonio
Finés",2019,EEUU,129 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A31982808-spider-man-lejos-de-casa-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El Caballero Oscuro: La leyenda renace (Blu-Ray),"11,95 €",Warner,29 de noviembre de 2012,",",,,,,,https://www.elcorteingles.es/cine/A16749341-el-caballero-oscuro-la-leyenda-renace-blu-ray/?parentCategoryId=999.54220013&color=default
La máscara del zorro,48 €,DVD STORE,9 de enero de 2024,"Alemán
Castellano
Inglés
Francés
Italiano","Inglés
Árabe
Danés
Holandés
Francés
Alemán
Hindi
Italiano
Noruego",1998,EEUU,137,Para todos los públicos,https://www.elcorteingles.es/cine/A46922078-la-mascara-del-zorro/?parentCategoryId=999.54220013&color=default
La Guerra de las galaxias (2020) (DVD),"11,99 €",FOX,26 de agosto de 2020,",","Danés
Holandés
Finlandés
Noruego
Castellano
Sueco",,EEUU,120 min,Para todos los públicos,https://www.elcorteingles.es/cine/A35077362-la-guerra-de-las-galaxias-2020-dvd/?parentCategoryId=999.54220013&color=default
La mujer rey (4K Ultra HD + Blu-Ray),"24,95 €",SONY PICTURES HOME ENTERTAINMENT,15 de marzo de 2023,"Inglés, Dolby Atmos
Castellano, DTS HD Master Audio 5,1",Castellano,2022,EEUU,134 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A46922073-la-mujer-rey-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Megalodón 2: La fosa (4K Ultra HD + Blu-Ray),"24,95 €",Warner,22 de noviembre de 2023,"Castellano, Dolby Atmos
Inglés, Dolby Atmos",Castellano,2023,EEUU,115 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49638219-megalodon-2-la-fosa-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
Concrete utopia (Blu-Ray),N/A,VERTICE 360,4 de junio de 2024,"Coreano, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1",Castellano,2023,Corea del Sur,130 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A51697073-concrete-utopia-blu-ray/?parentCategoryId=999.54220013&color=default
Rocky IV (4K Ultra HD + Blu-Ray),"19,95 €",Warner,14 de diciembre de 2023,"Inglés, DTS HD Master Audio 5,1
Castellano, Dolby Digital 5,1",Castellano,1985,EEUU,91 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A49875354-rocky-iv-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
MISION IMPOSIBLE 3 (DVD),5 €,,22 de marzo de 2018,"Inglés
Inglés
Inglés",Español,2006,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8414906818935-mision-imposible-3-dvd/?parentCategoryId=999.54220013&color=default
Shooter: el Tirador (Blu-Ray),"12,99 €",DIVISA RED S. A.,22 de marzo de 2022,"Castellano
Inglés
Francés
Alemán
Japonés","Castellano
Inglés
Alemán
Danés
Francés
Italiano
Finés",2007,EEUU,124 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A42950680-shooter-el-tirador-blu-ray/?parentCategoryId=999.54220013&color=default
Cúbrete (DVD),"19,95 €",FLINS & PINICULAS,26 de febrero de 2025,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1",Castellano,2024,EEUU,86 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A54390793-cubrete-dvd/?parentCategoryId=999.54220013&color=default
Misión Imposible: Nación Secreta (DVD),N/A,PARAMOUNT,11 de diciembre de 2015,"Castellano, Dolby Digital 2, Dolby Surround
Inglés, Dolby Digital 2, Dolby Surround","Castellano
Inglés",2015,EEUU,126 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16231367-mision-imposible-nacion-secreta-dvd/?parentCategoryId=999.54220013&color=default
Encerrado (Blu-Ray),"13,99 €",DIVISA RED S. A.,7 de junio de 2018,"Castellano
Inglés",Castellano,1989,EEUU,106 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A26313180-encerrado-blu-ray/?parentCategoryId=999.54220013&color=default
Cruella (DVD),"9,99 €",Warner,25 de agosto de 2021,"Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1
Francés, Dolby Digital 5,1
Inglés, Audio Descriptivo","Castellano
Francés
Danés
Holandés
Finés
Noruego
Noruego
Sueco",2021,EEUU,120 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40699471-cruella-dvd/?parentCategoryId=999.54220013&color=default
Apache kid (Blu-Ray),"12,95 €","MPO Ibérica, S.L.",14 de enero de 2022,"Castellano, Dolby Digital 2
Italiano, Dolby Digital 2
Francés, Dolby Digital 2
Alemán, Dolby Digital 2
Inglés, DTS HD Master Audio",Castellano,1987,Italia,94 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A42260075-apache-kid-blu-ray/?parentCategoryId=999.54220013&color=default
Gran Turismo (4K Ultra HD + Blu-Ray),"24,95 €",Sony,22 de noviembre de 2023,"Castellano, DTS HD Master Audio 5,1
Inglés, Dolby Atmos",Castellano,2023,EEUU,134 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A49638222-gran-turismo-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
¡Scooby! (Blu-Ray),"11,95 €",Warner,20 de noviembre de 2020,"Castellano, Dolby Digital 5,1
Catalán, Dolby Digital 5,1
Noruego, Dolby Digital 5,1
Sueco, Dolby Digital 5,1
Italiano, Dolby Digital 5,1
Inglés, DTS HD Master Audio","Castellano
Catalán
Noruego
Sueco",,EEUU,94 min,,https://www.elcorteingles.es/cine/A37217775-scooby-blu-ray/?parentCategoryId=999.54220013&color=default
Sabotage (DVD),"7,99 €",DIVISA RED S. A.,22 de octubre de 2020,"Castellano
Inglés","Castellano
Catalán",2014,EEUU,109 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A37243399-sabotage-dvd/?parentCategoryId=999.54220013&color=default
El hombre que pudo reinar. Colección Clásicos Años 70 (DVD),"9,99 €",SONY PICTURES HOME ENTERTAINMENT,15 de julio de 2011,"Italiano, Mono
Inglés, Mono
Francés, Mono
Castellano, Mono
Alemán, Mono","Inglés
Francés
Portugués
Árabe
Alemán
Sueco
Noruego
Finlandés
Danés
Checo
Polaco
Húngaro
Hindú
Hebreo
Italiano
Griego
Holandés
Turco",Fri Jul 22 00:00:00 CEST 2011,Reino Unido,123 min,Para todos los públicos,https://www.elcorteingles.es/cine/A3849368-el-hombre-que-pudo-reinar-coleccion-clasicos-anos-70-dvd/?parentCategoryId=999.54220013&color=default
Braveheart (Blu-Ray),"12,99 €",FOX,12 de junio de 2019,"Inglés, DTS HD Master Audio, 5,1
Ruso, DTS, 5,1
Castellano, DTS, 5,1
Húngaro, Dolby Digital 5,1
Polaco, Dolby Digital 5,1","Inglés
Ruso
Castellano
Checo
Húngaro
Polaco
Griego
Hebreo
Islandés
Portugués
Turco
Búlgaro
Estonio
Letón
Lituano
Árabe
Croata
Esloveno
Rumano",1995,EEUU,178 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A13153968-braveheart-blu-ray/?parentCategoryId=999.54220013&color=default
Pack: Jason Bourne (Blu-Ray),"30,99 €",UNIVERSAL,30 de noviembre de 2016,"Castellano, Dolby Digital 5,1
Inglés, DTS-HD 5,1",Castellano,2016,EEUU,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A20577992-pack-jason-bourne-blu-ray/?parentCategoryId=999.54220013&color=default
Predator (Blu-Ray),"12,99 €",FOX,12 de junio de 2019,"Inglés, DTS-HD 5,1
Francés, DTS 5,1
Portugués, Dolby Digital 5
Francés, Dolby Digital 5
Castellano, Dolby Digital 5
Castellano, DTS 5,1","Castellano
Francés
Sueco
Noruego
Holandés
Inglés
Finlandés
Portugués",1987,EEUU,107 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A27419089-predator-blu-ray/?parentCategoryId=999.54220013&color=default
El patriota (Blu-Ray),"12,99 €",SONY PICTURES HOME ENTERTAINMENT,5 de junio de 2019,"Inglés, Dolby Digital 5,1
Castellano, Dolby Digital 5,1
Italiano, Dolby Digital 5,1","Inglés
Castellano
Portugués
Italiano",2000,EEUU,175 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A30477755-el-patriota-blu-ray/?parentCategoryId=999.54220013&color=default
